keyword,suggestions,semantic_match,related
physiology,"['anatomy', 'physiotherapist', 'lymph', 'aorta', 'thyroid', 'dopamine', 'system', 'body']","['physiotherapist', 'aorta', 'thyroid', 'body']","['anatomy', 'physiotherapist', 'lymph', 'aorta', 'thyroid', 'dopamine', 'system', 'body']"
wellness,"['wellbeing', 'goodness', 'mental health', 'sickness', 'spa', 'treatment', 'recover', 'fitness', 'yoga', 'positivity', 'healthcare', 'state of mind', 'turnip', 'antidote', 'well', 'medication', 'pharmacy', 'recovery', 'potion', 'medical']","['spa', 'fitness', 'yoga', 'turnip', 'antidote', 'medication', 'pharmacy', 'potion', 'vaccine']","['wellbeing', 'goodness', 'mental health', 'sickness', 'spa', 'treatment', 'recover', 'fitness', 'yoga', 'positivity', 'healthcare', 'state of mind', 'turnip', 'antidote', 'well', 'medication', 'pharmacy', 'recovery', 'potion', 'medical', 'vaccine']"
hoarding,[],[],[]
tooth,"['dentist', 'dental', 'toothbrush', 'toothpick', 'root', 'teeth', 'floss', 'youth', 'oral', 'fingernail', 'fine']","['dentist', 'dental', 'toothpick', 'root', 'teeth', 'floss', 'fingernail']","['dentist', 'dental', 'toothbrush', 'toothpick', 'root', 'teeth', 'floss', 'youth', 'oral', 'fingernail', 'fine']"
genetics,"['chromosome', 'gene', 'disposition', 'amino acid', 'physiology', 'immune']",[],"['chromosome', 'gene', 'disposition', 'amino acid', 'physiology', 'immune']"
chemist,"['drugstore', 'microbe', 'laboratory']","['drugstore', 'laboratory']","['drugstore', 'microbe', 'laboratory']"
immunity,"['vaccination', 'lymph', 'infect', 'steroid', 'antibiotic', 'aids', 'vaccine']","['vaccination', 'antibiotic', 'vaccine']","['vaccination', 'lymph', 'infect', 'steroid', 'antibiotic', 'aids', 'vaccine']"
premium,"['insurance', 'insured', 'prime']",['insured'],"['insurance', 'insured', 'prime']"
dental,"['floss', 'hygiene', 'tooth', 'toothbrush', 'teeth', 'dentist', 'clinic', 'toothpick', 'assistant', 'healthcare', 'treatment', 'oral', 'doctor']","['floss', 'tooth', 'teeth', 'dentist', 'clinic', 'toothpick', 'assistant', 'doctor']","['floss', 'hygiene', 'tooth', 'toothbrush', 'teeth', 'dentist', 'clinic', 'toothpick', 'assistant', 'healthcare', 'treatment', 'oral', 'doctor']"
commune,"['guru', 'socialism']",['guru'],"['guru', 'socialism']"
psyche,"['consciousness', 'psychiatry', 'physiology', 'state of mind', 'well-being', 'mental']",['psychiatry'],"['consciousness', 'psychiatry', 'physiology', 'state of mind', 'well-being', 'mental']"
artichoke,"['leek', 'antidote']","['leek', 'antidote']","['leek', 'antidote']"
antiseptic,"['disinfectant', 'sanitation', 'antibiotic', 'hygiene', 'medical', 'hospital']","['disinfectant', 'antibiotic', 'hospital']","['disinfectant', 'sanitation', 'antibiotic', 'hygiene', 'medical', 'hospital']"
emergency,"['crisis', 'evacuate', 'medic', 'first aid', 'critical', 'hospital', 'surgery', 'stroke', 'complication', 'provision', 'healthcare', 'asthma', 'insulin', 'vet', 'heart attack', 'injure', 'clinic', 'antidote', 'pharmacy', 'medical']","['evacuate', 'medic', 'hospital', 'asthma', 'clinic', 'antidote', 'pharmacy']","['crisis', 'evacuate', 'medic', 'first aid', 'critical', 'hospital', 'surgery', 'stroke', 'complication', 'provision', 'healthcare', 'asthma', 'insulin', 'vet', 'heart attack', 'injure', 'clinic', 'antidote', 'pharmacy', 'medical']"
hospital,"['nurse', 'coma', 'scrubs', 'patient', 'medical', 'clinic', 'nursing', 'treatment', 'recovery', 'healthcare', 'antiseptic', 'emergency', 'surgery', 'physician', 'medic', 'medicine', 'illness', 'discharge', 'heart attack', 'recover']","['nurse', 'coma', 'scrubs', 'clinic', 'antiseptic', 'physician', 'medic', 'medicine', 'leukemia', 'stethoscope']","['nurse', 'coma', 'scrubs', 'patient', 'medical', 'clinic', 'nursing', 'treatment', 'recovery', 'healthcare', 'antiseptic', 'emergency', 'surgery', 'physician', 'medic', 'medicine', 'illness', 'discharge', 'heart attack', 'recover', 'asylum', 'leukemia', 'injure', 'hernia', 'mental health', 'diagnose', 'cure', 'stethoscope', 'surgeon', 'ill', 'injection', 'mental', 'infection', 'caregiver', 'health', 'disinfectant', 'mental illness', 'transplant', 'vital', 'cancer', 'anemia', 'sanitation', 'stroke', 'psychiatry', 'syndrome', 'ulcer', 'first aid', 'hygiene', 'vet', 'disease']"
mandatory,"['essential', 'condition']",[],"['essential', 'condition']"
shake,"['protein', 'smoothie', 'jog', 'blender', 'frisk', 'ensure', 'psychosis', 'diet']","['protein', 'blender', 'frisk']","['protein', 'smoothie', 'jog', 'blender', 'frisk', 'ensure', 'psychosis', 'diet']"
guru,"['lifestyle', 'yoga']",['yoga'],"['lifestyle', 'yoga']"
stethoscope,"['physician', 'nurse', 'medical', 'scrubs', 'heartbeat', 'diagnose', 'medicine', 'vet', 'medic', 'nursing']","['physician', 'nurse', 'scrubs', 'medicine', 'medic']","['physician', 'nurse', 'medical', 'scrubs', 'heartbeat', 'diagnose', 'medicine', 'vet', 'medic', 'nursing']"
nourish,"['provide', 'succor', 'provision', 'flourish', 'nourishment', 'heal', 'eating']",[],"['provide', 'succor', 'provision', 'flourish', 'nourishment', 'heal', 'eating']"
kelp,['smoothie'],[],['smoothie']
cinnamon,"['brown sugar', 'gingerbread', 'apple']","['gingerbread', 'apple']","['brown sugar', 'gingerbread', 'apple']"
worse,"['better', 'worsen']",[],"['better', 'worsen']"
okay,"['well', 'contentment', 'assurance', 'cope', 'better', 'crisis', 'insured', 'sanitation', 'wellness', 'alive', 'emergency', 'heartbeat', 'heal']",['insured'],"['well', 'contentment', 'assurance', 'cope', 'better', 'crisis', 'insured', 'sanitation', 'wellness', 'alive', 'emergency', 'heartbeat', 'heal']"
herbal,"['remedy', 'tonic', 'laxative', 'medicine', 'therapist', 'herb', 'lotion']","['laxative', 'medicine', 'herb']","['remedy', 'tonic', 'laxative', 'medicine', 'therapist', 'herb', 'lotion']"
lean,"['runner', 'jogger', 'diet', 'athlete', 'protein']","['jogger', 'athlete', 'protein']","['runner', 'jogger', 'diet', 'athlete', 'protein']"
lotion,"['aloe', 'sunscreen', 'potion', 'moisture', 'massage', 'antiseptic', 'corporal', 'cleansing', 'herbal', 'vitality', 'tonic', 'promotion', 'body', 'spa']","['potion', 'moisture', 'massage', 'antiseptic', 'corporal', 'herbal', 'body', 'spa']","['aloe', 'sunscreen', 'potion', 'moisture', 'massage', 'antiseptic', 'corporal', 'cleansing', 'herbal', 'vitality', 'tonic', 'promotion', 'body', 'spa']"
gardener,[],[],[]
jog,"['run', 'runner', 'walk', 'workout', 'activity', 'jogger', 'fit', 'swim', 'work out', 'yoga']","['run', 'jogger', 'swim', 'yoga']","['run', 'runner', 'walk', 'workout', 'activity', 'jogger', 'fit', 'swim', 'work out', 'yoga']"
sunscreen,"['lotion', 'ageless', 'protector']",['protector'],"['lotion', 'ageless', 'protector']"
nurture,"['nature', 'care', 'flourish', 'caregiver', 'nourishment', 'provide', 'remedy', 'growing', 'nurse']",['nurse'],"['nature', 'care', 'flourish', 'caregiver', 'nourishment', 'provide', 'remedy', 'growing', 'nurse']"
hemp,"['herbal', 'fibre']",['herbal'],"['herbal', 'fibre']"
medication,"['pill', 'dose', 'antibiotic', 'pharmacy', 'mental illness', 'blood pressure', 'depression', 'cortisone', 'laxative', 'insulin', 'psychosis', 'oral', 'pharmacist', 'schizophrenia', 'mental health', 'vaccination', 'steroid', 'diagnose', 'cure', 'ill']","['pill', 'antibiotic', 'pharmacy', 'laxative', 'vaccination', 'psychiatry', 'drug', 'psychiatrist', 'grapefruit', 'thyroid']","['pill', 'dose', 'antibiotic', 'pharmacy', 'mental illness', 'blood pressure', 'depression', 'cortisone', 'laxative', 'insulin', 'psychosis', 'oral', 'pharmacist', 'schizophrenia', 'mental health', 'vaccination', 'steroid', 'diagnose', 'cure', 'ill', 'psychiatry', 'injection', 'psychiatrist', 'grapefruit', 'thyroid', 'epidemic', 'healthcare', 'prevention', 'syndrome', 'hormone', 'treatment', 'asthma', 'regime', 'first aid', 'vital', 'antiseptic', 'cholesterol', 'therapist', 'therapy', 'tonic', 'clinic', 'leukemia', 'physician', 'infection', 'medical', 'vaccine']"
do well,['thrive'],[],['thrive']
fine,"['well', 'delicate', 'citation', 'toll', 'finality', 'assurance', 'worse', 'condition', 'better', 'risk', 'decline', 'fiber', 'feeling', 'fit', 'sickness', 'lime']",['lime'],"['well', 'delicate', 'citation', 'toll', 'finality', 'assurance', 'worse', 'condition', 'better', 'risk', 'decline', 'fiber', 'feeling', 'fit', 'sickness', 'lime']"
marriage,"['lasting', 'prospect', 'birth control', 'do well', 'nag', 'ulcer', 'therapy', 'sickness', 'health']",['ulcer'],"['lasting', 'prospect', 'birth control', 'do well', 'nag', 'ulcer', 'therapy', 'sickness', 'health']"
sport,"['activity', 'athlete', 'fitness', 'wrestler', 'steroid', 'jogger', 'cyclist', 'jogging', 'training', 'physiotherapist', 'physique', 'lifestyle', 'climber', 'walker', 'cycling', 'swim', 'treadmill', 'supplement', 'defensive', 'wellbeing']","['athlete', 'fitness', 'jogger', 'cyclist', 'physiotherapist', 'physique', 'climber', 'walker', 'swim', 'sweatpants']","['activity', 'athlete', 'fitness', 'wrestler', 'steroid', 'jogger', 'cyclist', 'jogging', 'training', 'physiotherapist', 'physique', 'lifestyle', 'climber', 'walker', 'cycling', 'swim', 'treadmill', 'supplement', 'defensive', 'wellbeing', 'vigor', 'sweatpants', 'starting', 'hiker', 'physiology', 'inspection', 'massage', 'dopamine', 'vitality', 'refresh', 'walking', 'aerobics', 'recover', 'injure', 'medic', 'running', 'stamina', 'glucose', 'yoga', 'salad', 'exercise']"
workout,"['treadmill', 'fitness', 'physique', 'sweatpants', 'aerobics', 'jogging', 'endurance', 'yoga', 'vigor', 'recover', 'cyclist', 'running', 'stamina', 'athletics', 'cycling', 'training', 'spa']","['fitness', 'physique', 'sweatpants', 'yoga', 'cyclist', 'spa']","['treadmill', 'fitness', 'physique', 'sweatpants', 'aerobics', 'jogging', 'endurance', 'yoga', 'vigor', 'recover', 'cyclist', 'running', 'stamina', 'athletics', 'cycling', 'training', 'spa']"
nitrogen,"['amino acid', 'protein', 'calcium']","['protein', 'calcium']","['amino acid', 'protein', 'calcium']"
cleanliness,"['hygiene', 'sanitation', 'disinfectant', 'cleansing', 'inspection', 'sanity', 'air conditioning', 'clinic', 'lotion', 'toothbrush']","['disinfectant', 'clinic']","['hygiene', 'sanitation', 'disinfectant', 'cleansing', 'inspection', 'sanity', 'air conditioning', 'clinic', 'lotion', 'toothbrush']"
chocolate bar,[],[],[]
fit,"['athlete', 'physique', 'jogger', 'athletics', 'cyclist', 'endurance', 'workout', 'lean', 'fitness', 'wellness', 'running', 'climber', 'aerobics', 'work out', 'runner', 'walker', 'jog', 'jogging', 'stamina', 'spastic']","['athlete', 'physique', 'jogger', 'cyclist', 'fitness', 'climber', 'walker', 'run', 'bike', 'sport']","['athlete', 'physique', 'jogger', 'athletics', 'cyclist', 'endurance', 'workout', 'lean', 'fitness', 'wellness', 'running', 'climber', 'aerobics', 'work out', 'runner', 'walker', 'jog', 'jogging', 'stamina', 'spastic', 'heath', 'treadmill', 'mobility', 'vigor', 'condition', 'vitality', 'alive', 'youth', 'heartbeat', 'well-being', 'bike', 'training', 'body']"
scare,"['disorder', 'hazard', 'illness']",[],"['disorder', 'hazard', 'illness']"
athlete,"['runner', 'steroid', 'sport', 'wrestler', 'jogger', 'stamina', 'cyclist', 'sweatpants', 'climber', 'endurance', 'cortisone', 'willpower', 'mobility', 'physiotherapist', 'vigor', 'physique', 'persist', 'retirement', 'lean', 'jog']","['sport', 'jogger', 'cyclist', 'sweatpants', 'climber', 'physiotherapist', 'physique']","['runner', 'steroid', 'sport', 'wrestler', 'jogger', 'stamina', 'cyclist', 'sweatpants', 'climber', 'endurance', 'cortisone', 'willpower', 'mobility', 'physiotherapist', 'vigor', 'physique', 'persist', 'retirement', 'lean', 'jog', 'jogging', 'running']"
damage,"['injure', 'critical', 'heal', 'restore', 'cope', 'insured', 'prevention', 'risk', 'infect', 'disorder', 'malfunction', 'chromosome', 'first aid', 'coma', 'insurance', 'illness', 'psychologist']","['insured', 'coma']","['injure', 'critical', 'heal', 'restore', 'cope', 'insured', 'prevention', 'risk', 'infect', 'disorder', 'malfunction', 'chromosome', 'first aid', 'coma', 'insurance', 'illness', 'psychologist']"
spent,[],[],[]
run,"['jog', 'walk', 'jogger', 'treadmill', 'jogging', 'endurance', 'evacuate', 'exercise', 'athlete', 'stamina', 'manage', 'athletics', 'fitness', 'activity', 'work out', 'gingerbread', 'mobility', 'aerobics', 'runner', 'health']","['jogger', 'evacuate', 'athlete', 'fitness', 'sport', 'gingerbread', 'swim', 'sweatpants', 'massage', 'asthma']","['jog', 'walk', 'jogger', 'treadmill', 'jogging', 'endurance', 'evacuate', 'exercise', 'athlete', 'stamina', 'manage', 'athletics', 'fitness', 'activity', 'work out', 'gingerbread', 'mobility', 'aerobics', 'runner', 'health', 'training', 'swim', 'happening', 'vigor', 'sweatpants', 'scare', 'massage', 'hydrate', 'asthma', 'sustain', 'bicycle', 'emergency', 'life', 'heartbeat', 'fit', 'ethics', 'eating', 'cycling', 'recovery', 'honey', 'soup']"
anemia,['bleed'],['bleed'],['bleed']
prostate,"['libido', 'massage', 'semen']","['massage', 'semen']","['libido', 'massage', 'semen']"
blood pressure,"['sodium', 'heartbeat', 'vital', 'stethoscope', 'garlic', 'exercise', 'grapefruit']","['stethoscope', 'garlic', 'grapefruit']","['sodium', 'heartbeat', 'vital', 'stethoscope', 'garlic', 'exercise', 'grapefruit']"
prospect,"['prosper', 'forecast']",[],"['prosper', 'forecast']"
cigar,"['cigarette', 'smoker', 'nicotine', 'lung']","['cigarette', 'smoker', 'nicotine', 'lung']","['cigarette', 'smoker', 'nicotine', 'lung']"
prevention,"['contraception', 'vaccine', 'vaccination', 'antibiotic', 'epidemic', 'social security', 'immunity', 'safety', 'birth control', 'remedy']","['vaccine', 'vaccination', 'antibiotic', 'social security']","['contraception', 'vaccine', 'vaccination', 'antibiotic', 'epidemic', 'social security', 'immunity', 'safety', 'birth control', 'remedy']"
conditions,"['worsen', 'improve', 'environment']",[],"['worsen', 'improve', 'environment']"
robust,"['immune', 'constitution', 'well']",[],"['immune', 'constitution', 'well']"
lime,"['tonic', 'juicer', 'orange juice', 'infinite']","['juicer', 'orange juice']","['tonic', 'juicer', 'orange juice', 'infinite']"
woozy,"['feeling', 'sick']",[],"['feeling', 'sick']"
fatty,"['lean', 'liver', 'cholesterol', 'junk food', 'frying', 'aloe', 'diet']","['liver', 'cholesterol', 'junk food']","['lean', 'liver', 'cholesterol', 'junk food', 'frying', 'aloe', 'diet']"
aide,"['assistant', 'caregiver', 'secretary', 'aid', 'medic', 'nurse', 'medical', 'nursing']","['assistant', 'secretary', 'medic', 'nurse']","['assistant', 'caregiver', 'secretary', 'aid', 'medic', 'nurse', 'medical', 'nursing']"
vet,"['doctor', 'vaccine']","['doctor', 'vaccine']","['doctor', 'vaccine']"
die,"['heart attack', 'bleed', 'illness', 'stroke', 'cancer', 'aide', 'worsen', 'damage', 'infect', 'transplant', 'coma', 'insurance', 'cholesterol', 'old age', 'sauna', 'grave', 'hospital', 'nicotine']","['bleed', 'cancer', 'coma', 'cholesterol', 'sauna', 'grave', 'hospital', 'nicotine']","['heart attack', 'bleed', 'illness', 'stroke', 'cancer', 'aide', 'worsen', 'damage', 'infect', 'transplant', 'coma', 'insurance', 'cholesterol', 'old age', 'sauna', 'grave', 'hospital', 'nicotine']"
scanner,['detector'],[],['detector']
mandate,[],[],[]
valuable,"['beneficial', 'essential', 'insure', 'crystal', 'vital', 'drug', 'premium', 'fine', 'rain forest']","['crystal', 'drug', 'rain forest']","['beneficial', 'essential', 'insure', 'crystal', 'vital', 'drug', 'premium', 'fine', 'rain forest']"
positivity,"['eagerness', 'vigor', 'state of mind']",[],"['eagerness', 'vigor', 'state of mind']"
surgery,"['hernia', 'transplant', 'complication', 'scrubs', 'surgeon', 'hospital', 'organs', 'recovery', 'cyst', 'thyroid', 'heart', 'aorta', 'artery', 'woozy', 'vet', 'physician', 'medical', 'dental', 'vain', 'prostate']","['scrubs', 'surgeon', 'hospital', 'organs', 'cyst', 'thyroid', 'heart', 'aorta', 'artery', 'physician']","['hernia', 'transplant', 'complication', 'scrubs', 'surgeon', 'hospital', 'organs', 'recovery', 'cyst', 'thyroid', 'heart', 'aorta', 'artery', 'woozy', 'vet', 'physician', 'medical', 'dental', 'vain', 'prostate', 'healthcare', 'colon', 'dopamine', 'ulcer', 'intestine', 'treatment', 'emergency', 'microbe', 'heal', 'obese', 'oral', 'kidney', 'nurse']"
syndrome,"['mental illness', 'chromosome', 'alcoholic', 'asylum']",[],"['mental illness', 'chromosome', 'alcoholic', 'asylum']"
lasting,"['endurance', 'eternal', 'survivor', 'stamina', 'robust', 'sustain', 'infinite']",['survivor'],"['endurance', 'eternal', 'survivor', 'stamina', 'robust', 'sustain', 'infinite']"
rude,"['defensive', 'vain', 'careless', 'semen', 'cyclist', 'therapist', 'dentist', 'humans', 'nurse']","['semen', 'cyclist', 'dentist', 'nurse']","['defensive', 'vain', 'careless', 'semen', 'cyclist', 'therapist', 'dentist', 'humans', 'nurse']"
better,"['worse', 'improvement', 'recover', 'recovery', 'worsen', 'heal', 'remedy', 'premium', 'alright', 'do well', 'prosper', 'prevention', 'brown sugar', 'promotion', 'opt', 'restore', 'assurance', 'cope', 'positivity', 'goodness']","['juicer', 'athlete', 'potion']","['worse', 'improvement', 'recover', 'recovery', 'worsen', 'heal', 'remedy', 'premium', 'alright', 'do well', 'prosper', 'prevention', 'brown sugar', 'promotion', 'opt', 'restore', 'assurance', 'cope', 'positivity', 'goodness', 'immune', 'juicer', 'treatment', 'valuable', 'athlete', 'tonic', 'benefit', 'organic', 'growing', 'potion']"
bunk,[],[],[]
greens,"['turnip', 'salad', 'leek', 'vegetarian', 'scrubs', 'parsley', 'produce', 'nutritious', 'herbivore', 'herb', 'broccoli']","['turnip', 'salad', 'leek', 'vegetarian', 'scrubs', 'parsley', 'herbivore', 'herb', 'broccoli']","['turnip', 'salad', 'leek', 'vegetarian', 'scrubs', 'parsley', 'produce', 'nutritious', 'herbivore', 'herb', 'broccoli']"
crystal,"['meth', 'aura', 'brown sugar', 'sodium']",['meth'],"['meth', 'aura', 'brown sugar', 'sodium']"
nourishment,"['nourish', 'succor', 'eating', 'blueberry', 'grapefruit', 'vegetable']","['blueberry', 'grapefruit', 'vegetable']","['nourish', 'succor', 'eating', 'blueberry', 'grapefruit', 'vegetable']"
hormone,"['pituitary', 'cortisone', 'dopamine', 'thyroid', 'insulin', 'steroid', 'liver', 'therapy']","['thyroid', 'liver']","['pituitary', 'cortisone', 'dopamine', 'thyroid', 'insulin', 'steroid', 'liver', 'therapy']"
alive,"['living', 'consciousness', 'survivor', 'pulse', 'vital', 'vitality', 'thrive', 'growing', 'organism', 'vigor', 'organic', 'die', 'sustain', 'refresh', 'youth', 'rain forest', 'heart', 'nature']","['survivor', 'rain forest', 'heart']","['living', 'consciousness', 'survivor', 'pulse', 'vital', 'vitality', 'thrive', 'growing', 'organism', 'vigor', 'organic', 'die', 'sustain', 'refresh', 'youth', 'rain forest', 'heart', 'nature']"
assistant,"['secretary', 'aide', 'physician', 'dental', 'veterinarian', 'nurse', 'pharmacist', 'nursing']","['secretary', 'physician', 'dental', 'nurse']","['secretary', 'aide', 'physician', 'dental', 'veterinarian', 'nurse', 'pharmacist', 'nursing']"
retirement,"['social security', 'old age', 'wealth', 'ageless', 'walker', 'benefit']","['social security', 'walker']","['social security', 'old age', 'wealth', 'ageless', 'walker', 'benefit']"
vegetable,"['artichoke', 'broccoli', 'turnip', 'leek', 'asparagus', 'celery', 'carrot', 'vegan', 'produce', 'fruit', 'root', 'vegetarian', 'coma', 'greens', 'nutritious', 'organic', 'salad', 'herbivore', 'diet', 'gardener']","['artichoke', 'broccoli', 'turnip', 'leek', 'asparagus', 'celery', 'carrot', 'vegan', 'fruit', 'root']","['artichoke', 'broccoli', 'turnip', 'leek', 'asparagus', 'celery', 'carrot', 'vegan', 'produce', 'fruit', 'root', 'vegetarian', 'coma', 'greens', 'nutritious', 'organic', 'salad', 'herbivore', 'diet', 'gardener', 'pizza', 'soup', 'supplement', 'kelp', 'herbal', 'fibre', 'thrive', 'refresh', 'recover', 'soy', 'parsley', 'juice', 'health', 'garlic', 'vitamin']"
humans,"['hormone', 'closure', 'environment', 'organism']",[],"['hormone', 'closure', 'environment', 'organism']"
weight,"['diet', 'calorie', 'shake', 'treadmill', 'maintain', 'obese', 'work out', 'thyroid', 'diabetes', 'fitness', 'workout', 'wrestler', 'steroid', 'thrive', 'lean', 'nourishment', 'shape', 'soy', 'fit', 'tonic']","['shake', 'obese', 'thyroid', 'fitness', 'fatty', 'body']","['diet', 'calorie', 'shake', 'treadmill', 'maintain', 'obese', 'work out', 'thyroid', 'diabetes', 'fitness', 'workout', 'wrestler', 'steroid', 'thrive', 'lean', 'nourishment', 'shape', 'soy', 'fit', 'tonic', 'eating', 'health', 'toll', 'fatty', 'body']"
decline,"['go down', 'worse', 'improvement', 'socialism', 'die']",[],"['go down', 'worse', 'improvement', 'socialism', 'die']"
aura,"['positivity', 'glowing', 'psyche', 'wellbeing', 'wellness']",['glowing'],"['positivity', 'glowing', 'psyche', 'wellbeing', 'wellness']"
vaccination,"['immunity', 'immune', 'injection', 'measles', 'flu', 'epidemic', 'vaccine']","['measles', 'vaccine']","['immunity', 'immune', 'injection', 'measles', 'flu', 'epidemic', 'vaccine']"
cyclist,"['bicycle', 'training']",['bicycle'],"['bicycle', 'training']"
dose,"['medication', 'antibiotic', 'oral', 'antidote']","['medication', 'antibiotic', 'antidote']","['medication', 'antibiotic', 'oral', 'antidote']"
medical,"['treatment', 'clinic', 'first aid', 'doctor', 'diagnose', 'stethoscope', 'examination', 'surgery', 'coma', 'conditions', 'cyst', 'nurse', 'hernia', 'nursing', 'complication', 'physiology', 'syndrome', 'aid', 'antiseptic', 'healthcare']","['clinic', 'doctor', 'stethoscope', 'coma', 'cyst', 'nurse', 'antiseptic', 'drugstore', 'medic', 'surgeon']","['treatment', 'clinic', 'first aid', 'doctor', 'diagnose', 'stethoscope', 'examination', 'surgery', 'coma', 'conditions', 'cyst', 'nurse', 'hernia', 'nursing', 'complication', 'physiology', 'syndrome', 'aid', 'antiseptic', 'healthcare', 'drugstore', 'insulin', 'transplant', 'heal', 'medic', 'therapy', 'surgeon', 'aide', 'lymph', 'physiotherapist', 'caregiver', 'insured', 'crisis', 'dopamine', 'vaccination', 'antibiotic', 'emergency', 'hygiene', 'laboratory', 'therapist', 'genetics', 'succor', 'psychiatry', 'blood pressure', 'anatomy', 'pharmacist', 'hospital', 'dental', 'pituitary', 'heath']"
aorta,"['artery', 'heartbeat', 'lung']","['artery', 'lung']","['artery', 'heartbeat', 'lung']"
infinite,"['ageless', 'astronomy', 'lasting', 'fine', 'learning']",[],"['ageless', 'astronomy', 'lasting', 'fine', 'learning']"
drug,"['meth', 'dopamine', 'steroid', 'nicotine', 'medicine', 'antibiotic', 'pill', 'caffeine', 'pharmacist', 'injection', 'pharmacy', 'insulin', 'antidote', 'cortisone', 'woozy', 'alcoholism', 'vaccination', 'therapy', 'clinic', 'potion']","['meth', 'nicotine', 'medicine', 'antibiotic', 'pill', 'caffeine', 'pharmacy', 'antidote', 'vaccination', 'chemist']","['meth', 'dopamine', 'steroid', 'nicotine', 'medicine', 'antibiotic', 'pill', 'caffeine', 'pharmacist', 'injection', 'pharmacy', 'insulin', 'antidote', 'cortisone', 'woozy', 'alcoholism', 'vaccination', 'therapy', 'clinic', 'potion', 'vaccine', 'hemp', 'loathing', 'condition', 'laxative', 'prevention', 'immunity', 'hormone', 'mental health', 'alcoholic', 'brown sugar', 'parsley', 'antiseptic', 'remedy', 'sodium', 'oral', 'psychiatry', 'recovery']"
bless,[],[],[]
refresh,"['hydrate', 'restore', 'cleanse', 'maintain', 'cleansing', 'recover', 'air conditioning']",[],"['hydrate', 'restore', 'cleanse', 'maintain', 'cleansing', 'recover', 'air conditioning']"
welfare,"['social security', 'healthcare', 'prosper', 'health', 'sick']",['social security'],"['social security', 'healthcare', 'prosper', 'health', 'sick']"
cortisone,['steroid'],[],['steroid']
condition,"['worsen', 'thyroid', 'critical', 'syndrome', 'medical', 'anemia', 'disposition', 'aorta', 'wellbeing', 'physique', 'mental illness', 'state of mind', 'conditions', 'disorder', 'delicate', 'asthma', 'chromosome', 'psychosis', 'jogger', 'stroke']","['thyroid', 'aorta', 'physique', 'asthma', 'jogger', 'athlete']","['worsen', 'thyroid', 'critical', 'syndrome', 'medical', 'anemia', 'disposition', 'aorta', 'wellbeing', 'physique', 'mental illness', 'state of mind', 'conditions', 'disorder', 'delicate', 'asthma', 'chromosome', 'psychosis', 'jogger', 'stroke', 'illness', 'prime', 'athlete', 'health', 'stamina']"
nag,"['persist', 'worry']",[],"['persist', 'worry']"
illness,"['syndrome', 'diagnose', 'disease', 'infection', 'recover', 'diabetes', 'schizophrenia', 'medication', 'recovery', 'leukemia', 'mental', 'antibiotic', 'epidemic', 'worsen', 'microbe', 'psychosis', 'measles', 'infect', 'alcoholism', 'cure']","['medication', 'leukemia', 'antibiotic', 'measles', 'cancer', 'hospital', 'asthma', 'vaccine', 'thyroid', 'cyst']","['syndrome', 'diagnose', 'disease', 'infection', 'recover', 'diabetes', 'schizophrenia', 'medication', 'recovery', 'leukemia', 'mental', 'antibiotic', 'epidemic', 'worsen', 'microbe', 'psychosis', 'measles', 'infect', 'alcoholism', 'cure', 'condition', 'immune', 'disorder', 'treatment', 'cancer', 'hospital', 'depression', 'immunity', 'aids', 'flu', 'mental health', 'asthma', 'medical', 'vaccine', 'lymph', 'thyroid', 'worse', 'anemia', 'complication', 'cyst', 'ulcer', 'wellness', 'steroid', 'stroke', 'asylum', 'coma', 'cholesterol', 'heart attack', 'clinic', 'blood pressure']"
overcome,"['willpower', 'persist', 'survivor', 'cope', 'flourish', 'problem', 'depression']",['survivor'],"['willpower', 'persist', 'survivor', 'cope', 'flourish', 'problem', 'depression']"
insure,"['assurance', 'insurance']",[],"['assurance', 'insurance']"
hiker,"['walker', 'climber']","['walker', 'climber']","['walker', 'climber']"
vital,"['essential', 'vitality', 'youth', 'organs', 'vigor', 'caregiver', 'alive', 'emergency', 'juice', 'health', 'vitamin']","['organs', 'juice']","['essential', 'vitality', 'youth', 'organs', 'vigor', 'caregiver', 'alive', 'emergency', 'juice', 'health', 'vitamin']"
aid,"['succor', 'welfare', 'beneficial', 'emergency', 'nurse', 'supplement', 'medicine', 'walker', 'antidote', 'recovery', 'secretary', 'aide', 'ensure', 'assistant', 'social security', 'advocate', 'treatment', 'sunscreen', 'first aid', 'charity']","['nurse', 'medicine', 'walker', 'antidote', 'secretary', 'assistant', 'social security', 'advocate', 'medic', 'lime']","['succor', 'welfare', 'beneficial', 'emergency', 'nurse', 'supplement', 'medicine', 'walker', 'antidote', 'recovery', 'secretary', 'aide', 'ensure', 'assistant', 'social security', 'advocate', 'treatment', 'sunscreen', 'first aid', 'charity', 'heal', 'provide', 'medic', 'therapist', 'tonic', 'lime', 'vitamin', 'medical']"
succor,"['aid', 'nourishment']",[],"['aid', 'nourishment']"
